content_name,Concepts
IS17_ArrayList3_8,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446"
IS17_eaxmple1,"StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749"
IS17_inher1,"StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,InstanceField:1.1891156645946537,ConstructorCall:0.43761271343598884,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,DoubleDataType:2.231566548074993,ObjectMethodInvocation:0.3136191229720017,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ClassDefinition:0.0,ObjectCreationStatement:0.43761271343598884,SimpleVariable:1.28685495913815,ConstantInvocation:2.402876386447501,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456"
IS17_inheritance1_1,"ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004"
IS17_inheritance1_2,"StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749"
IS17_inheritance1_3,"PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0"
IS17_inheritance1_4,"PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903"
IS17_inheritance1_5,"ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351"
IS17_inheritance1_6,"StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775,ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003"
IS17_inheritance1_7,"ReturnStatement:1.2968098602481155,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.7483875446874532,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,StringAddition:0.8363963873559003,StringVariable:1.0955546166902552,InstanceField:0.843713109192127,MethodDefinition:0.059076018558268086,SimpleAssignmentExpression:0.11388278632306903,PublicClassSpecifier:0.05897785995933788,ConstructorCall:0.43761271343598884,StringLiteral:0.3814588424215749,StringDataType:0.48004759185990303,SimpleVariable:0.9130620603033284,PublicMethodSpecifier:0.0743390706349775"
IS17_inheritance2_1,"StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017,DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ConstantInvocation:2.402876386447501,ClassDefinition:0.0,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574"
IS17_inheritance2_2,"ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017,DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ClassDefinition:0.0,ConstantInvocation:2.402876386447501,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533"
IS17_inheritance2_3,"SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ConstantInvocation:2.402876386447501,ClassDefinition:0.0,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017,DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249"
IS17_inheritance2_4,"DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ConstantInvocation:2.402876386447501,ClassDefinition:0.0,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017"
IS17_inheritance2_5,"InstanceField:1.1891156645946537,ConstructorCall:0.43761271343598884,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,DoubleDataType:2.231566548074993,ObjectMethodInvocation:0.3136191229720017,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ClassDefinition:0.0,SimpleVariable:1.28685495913815,ConstantInvocation:2.402876386447501,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533"
IS17_inheritance2_6,"SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ConstantInvocation:2.402876386447501,ClassDefinition:0.0,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017,DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249"
IS17_inheritance2_7,"DoubleDataType:2.231566548074993,FormalMethodParameter:0.20016118041938452,VoidDataType:0.04326685993915826,StringLiteral:0.4171292451032503,MultiplyExpression:0.9542425094393249,SuperclassConstructorCall:1.7539524233128914,ObjectCreationStatement:0.43761271343598884,ConstantInvocation:2.402876386447501,ClassDefinition:0.0,SimpleVariable:1.28685495913815,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.5091391640910456,StringDataType:0.4067797258098296,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:0.43761271343598884,InstanceField:1.1891156645946537,ConstructorDefinition:1.973854457134488,MethodDefinition:0.04751125057285596,ActualMethodParameter:0.30470510603130574,StringAddition:1.2890340946423895,ExtendsSpecification:0.6232492903979004,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017"
IS17_inheritance3_1,"FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051"
IS17_inheritance3_2,"InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069"
IS17_inheritance3_3,"ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533"
IS17_inheritance3_4,"MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448"
IS17_inheritance3_5,"FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051"
IS17_inheritance3_6,"InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069"
IS17_inheritance3_7,"ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533"
IS17_inheritance3_8,"MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157,PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448"
IS17_interface1,"java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758,InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833"
IS17_interface1_1,"ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758,InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833"
IS17_interface1_2,"InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758"
IS17_interface1_3,"InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758"
IS17_interface1_4,"ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758,InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833"
IS17_interface1_5,"InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758"
IS17_interface1_6,"InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758"
IS17_interface1_7,"FormalMethodParameter:0.1298756090994712,ObjectCreationStatement:0.7409427319313319,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.059076018558268086,ImplementsSpecification:1.5361009168363833,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.19995951727092548,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,AbstractMethodDefinition:0.9931605754696945,MethodImplementation:1.5361009168363833,ActualMethodParameter:0.2604508319364623,PublicClassSpecifier:0.05897785995933788,SimpleAssignmentExpression:0.09187991494111997,PrivateMethodSpecifier:1.4191293077419758,InterfaceDefinition:0.9931605754696945,VoidDataType:0.06668184902855141,PublicMethodSpecifier:0.05978639553726891,StringLiteral:0.2706564513032853"
